ActivityNumber,ActivityName,TargetLevel,Coverage,NISTControl,NISTControlName,TTP,TTPName
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1505,Server Software Component
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1505.002,Transport Agent
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1530,Data from Cloud Storage Object
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1537,Transfer Data to Cloud Account
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1547.007,Re-opened Applications
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1548,Abuse Elevation Control Mechanism
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1548.003,Sudo and Sudo Caching
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1550.001,Application Access Token
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1552,Unsecured Credentials
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1552.004,Private Keys
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1552.005,Cloud Instance Metadata API
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1557,Adversary-in-the-Middle
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1557.002,ARP Cache Poisoning
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1558,Steal or Forge Kerberos Tickets
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1558.002,Silver Ticket
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1558.003,Kerberoasting
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1558.004,AS-REP Roasting
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1564.004,NTFS File Attributes
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1565,Data Manipulation
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1565.001,Stored Data Manipulation
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1565.002,Transmitted Data Manipulation
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1567,Exfiltration Over Web Service
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1602,Data from Configuration Repository
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1602.001,SNMP (MIB Dump)
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1602.002,Network Device Configuration Dump
6.1.3,Enterprise Security Profile Pt1,Target Level ZT,mitigates,AC-16,Security Attributes,T1647,Plist File Modification
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1003,OS Credential Dumping
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1003.003,NTDS
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1005,Data from Local System
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1020.001,Traffic Duplication
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1025,Data from Removable Media
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1040,Network Sniffing
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1041,Exfiltration Over C2 Channel
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1048,Exfiltration Over Alternative Protocol
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1052,Exfiltration Over Physical Medium
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1052.001,Exfiltration over USB
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1070,Indicator Removal on Host
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1070.001,Clear Windows Event Logs
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1070.002,Clear Linux or Mac System Logs
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1070.008,Clear Mailbox Data
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1114,Email Collection
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1114.001,Local Email Collection
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1114.002,Remote Email Collection
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1114.003,Email Forwarding Rule
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1119,Automated Collection
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1213,Data from Information Repositories
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1213.001,Confluence
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1213.002,Sharepoint
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1222,File and Directory Permissions Modification
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1222.001,Windows File and Directory Permissions Modification
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1222.002,Linux and Mac File and Directory Permissions Modification
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1505,Server Software Component
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1505.002,Transport Agent
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1530,Data from Cloud Storage Object
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1537,Transfer Data to Cloud Account
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1547.007,Re-opened Applications
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1548,Abuse Elevation Control Mechanism
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1548.003,Sudo and Sudo Caching
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1550.001,Application Access Token
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1552,Unsecured Credentials
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1552.004,Private Keys
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1552.005,Cloud Instance Metadata API
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1557,Adversary-in-the-Middle
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1557.002,ARP Cache Poisoning
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1558,Steal or Forge Kerberos Tickets
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1558.002,Silver Ticket
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1558.003,Kerberoasting
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1558.004,AS-REP Roasting
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1564.004,NTFS File Attributes
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1565,Data Manipulation
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1565.001,Stored Data Manipulation
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1565.002,Transmitted Data Manipulation
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1567,Exfiltration Over Web Service
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1602,Data from Configuration Repository
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1602.001,SNMP (MIB Dump)
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1602.002,Network Device Configuration Dump
6.3.1,Implement Data Tagging & Classification ML Tools,Target Level ZT,mitigates,AC-16,Security Attributes,T1647,Plist File Modification
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1003,OS Credential Dumping
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1003.003,NTDS
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1005,Data from Local System
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1020.001,Traffic Duplication
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1025,Data from Removable Media
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1040,Network Sniffing
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1041,Exfiltration Over C2 Channel
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1048,Exfiltration Over Alternative Protocol
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1052,Exfiltration Over Physical Medium
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1052.001,Exfiltration over USB
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1070,Indicator Removal on Host
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1070.001,Clear Windows Event Logs
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1070.002,Clear Linux or Mac System Logs
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1070.008,Clear Mailbox Data
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1114,Email Collection
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1114.001,Local Email Collection
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1114.002,Remote Email Collection
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1114.003,Email Forwarding Rule
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1119,Automated Collection
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1213,Data from Information Repositories
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1213.001,Confluence
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1213.002,Sharepoint
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1222,File and Directory Permissions Modification
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1222.001,Windows File and Directory Permissions Modification
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1222.002,Linux and Mac File and Directory Permissions Modification
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1505,Server Software Component
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1505.002,Transport Agent
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1530,Data from Cloud Storage Object
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1537,Transfer Data to Cloud Account
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1547.007,Re-opened Applications
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1548,Abuse Elevation Control Mechanism
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1548.003,Sudo and Sudo Caching
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1550.001,Application Access Token
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1552,Unsecured Credentials
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1552.004,Private Keys
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1552.005,Cloud Instance Metadata API
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1557,Adversary-in-the-Middle
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1557.002,ARP Cache Poisoning
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1558,Steal or Forge Kerberos Tickets
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1558.002,Silver Ticket
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1558.003,Kerberoasting
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1558.004,AS-REP Roasting
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1564.004,NTFS File Attributes
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1565,Data Manipulation
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1565.001,Stored Data Manipulation
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1565.002,Transmitted Data Manipulation
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1567,Exfiltration Over Web Service
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1602,Data from Configuration Repository
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1602.001,SNMP (MIB Dump)
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1602.002,Network Device Configuration Dump
7.6.1,AI-enabled Network Access,Advanced ZT,mitigates,AC-16,Security Attributes,T1647,Plist File Modification
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1003,OS Credential Dumping
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1003.001,LSASS Memory
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1003.002,Security Account Manager
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1003.003,NTDS
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1003.004,LSA Secrets
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1003.005,Cached Domain Credentials
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1003.006,DCSync
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1003.007,Proc Filesystem
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1003.008,/etc/passwd and /etc/shadow
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1021,Remote Services
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1021.001,Remote Desktop Protocol
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1021.002,SMB/Windows Admin Shares
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1021.003,Distributed Component Object Model
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1021.004,SSH
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1021.006,Windows Remote Management
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1047,Windows Management Instrumentation
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1053,Scheduled Task/Job
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1053.002,At (Windows)
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1053.003,Cron
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1053.005,Scheduled Task
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1053.006,Systemd Timers
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1053.007,Container Orchestration Job
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1055,Process Injection
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1055.008,Ptrace System Calls
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1056.003,Web Portal Capture
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1059,Command and Scripting Interpreter
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1059.001,PowerShell
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1059.008,Network Device CLI
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1070,Indicator Removal on Host
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1070.001,Clear Windows Event Logs
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1070.002,Clear Linux or Mac System Logs
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1070.003,Clear Command History
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1070.007,Clear Network Connection History and Configurations
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1070.008,Clear Mailbox Data
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1070.009,Clear Persistence
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1072,Software Deployment Tools
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1078,Valid Accounts
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1078.001,Default Accounts
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1078.002,Domain Accounts
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1078.003,Local Accounts
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1078.004,Cloud Accounts
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1087.004,Cloud Account
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1098,Account Manipulation
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1098.001,Additional Cloud Credentials
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1098.002,Exchange Email Delegate Permissions
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1098.003,Add Office 365 Global Administrator Role
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1098.004,SSH Authorized Keys
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1098.005,Device Registration
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1110,Brute Force
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1110.001,Password Guessing
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1110.002,Password Cracking
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1110.003,Password Spraying
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1110.004,Credential Stuffing
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1134,Access Token Manipulation
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1134.001,Token Impersonation/Theft
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1134.002,Create Process with Token
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1134.003,Make and Impersonate Token
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1134.005,SID-History Injection
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1136,Create Account
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1136.001,Local Account
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1136.002,Domain Account
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1136.003,Cloud Account
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1185,Browser Session Hijacking
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1190,Exploit Public-Facing Application
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1197,BITS Jobs
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1210,Exploitation of Remote Services
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1213,Data from Information Repositories
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1213.001,Confluence
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1213.002,Sharepoint
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1213.003,Code Repositories
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1218,Signed Binary Proxy Execution
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1218.007,Msiexec
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1222,File and Directory Permissions Modification
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1222.001,Windows File and Directory Permissions Modification
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1222.002,Linux and Mac File and Directory Permissions Modification
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1484,Domain Policy Modification
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1489,Service Stop
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1495,Firmware Corruption
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1505,Server Software Component
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1505.002,Transport Agent
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1505.003,Web Shell
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1505.005,Terminal Services DLL
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1525,Implant Internal Image
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1528,Steal Application Access Token
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1530,Data from Cloud Storage Object
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1537,Transfer Data to Cloud Account
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1538,Cloud Service Dashboard
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1542,Pre-OS Boot
1.2.1,Implement App Based Permissions per Enterprise,Target Level ZT,mitigates,AC-5,Separation of Duties,T1542.001,System Firmware
